Year,Units,data.Geography,data.Core public infrastructure assets,data.Type of municipality by population size,Value
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,data.All municipalities,76.36
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,data.All urban municipalities,58.62
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",66.67
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",42.86
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,data.All rural municipalities,96.15
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",100
2018,data.Percentage,data.Nova Scotia ,data.Stormwater,"data.Rural municipalities, population 5,000 or more",87.5
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,data.All municipalities,68.57
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,data.All urban municipalities,55.17
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",66.67
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",28.57
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,data.All rural municipalities,78.05
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",78.57
2018,data.Percentage,data.Nova Scotia ,data.Wastewater,"data.Rural municipalities, population 5,000 or more",76.92
2018,data.Percentage,data.Nunavut,data.Bridges and tunnels,data.All municipalities,0
2018,data.Percentage,data.Nunavut,"data.Culture, recreation and sports facilities",data.All municipalities,0
2018,data.Percentage,data.Nunavut,"data.Culture, recreation and sports facilities",data.All urban municipalities,0
2018,data.Percentage,data.Nunavut,"data.Culture, recreation and sports facilities",data.All rural municipalities,0
2018,data.Percentage,data.Nunavut,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Nunavut,data.Potable water,data.All municipalities,0
2018,data.Percentage,data.Nunavut,data.Potable water,data.All rural municipalities,0
2018,data.Percentage,data.Nunavut,data.Potable water,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Nunavut,data.Roads,data.All municipalities,0
2018,data.Percentage,data.Nunavut,data.Roads,data.All urban municipalities,0
2018,data.Percentage,data.Nunavut,data.Roads,data.All rural municipalities,0
2018,data.Percentage,data.Nunavut,data.Roads,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Nunavut,data.Solid waste,data.All municipalities,0
2018,data.Percentage,data.Nunavut,data.Solid waste,data.All urban municipalities,0
2018,data.Percentage,data.Nunavut,data.Solid waste,data.All rural municipalities,0
2018,data.Percentage,data.Nunavut,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Nunavut,data.Wastewater,data.All municipalities,0
2018,data.Percentage,data.Nunavut,data.Wastewater,data.All rural municipalities,0
2018,data.Percentage,data.Nunavut,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,data.All municipalities,51.06
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,data.All urban municipalities,52.17
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",12.5
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",50
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",60.78
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,data.All rural municipalities,50.35
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",43.71
2018,data.Percentage,data.Ontario,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",58.52
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities",data.All municipalities,41.11
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities",data.All urban municipalities,42.45
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",13.33
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",42.5
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",50.98
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities",data.All rural municipalities,40.65
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",36.47
2018,data.Percentage,data.Ontario,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",45.71
2018,data.Percentage,data.Ontario,data.Potable water,data.All municipalities,41.53
2018,data.Percentage,data.Ontario,data.Potable water,data.All urban municipalities,43.96
2018,data.Percentage,data.Ontario,data.Potable water,"data.Urban municipalities, population 1 to 4,999",14.29
2018,data.Percentage,data.Ontario,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",56.41
2018,data.Percentage,data.Ontario,data.Potable water,"data.Urban municipalities, population 30,000 or more",39.47
2018,data.Percentage,data.Ontario,data.Potable water,data.All rural municipalities,40.48
2018,data.Percentage,data.Ontario,data.Potable water,"data.Rural municipalities, population 1 to 4,999",33
2018,data.Percentage,data.Ontario,data.Potable water,"data.Rural municipalities, population 5,000 or more",47.27
2018,data.Percentage,data.Ontario,data.Public transit,data.All municipalities,50.62
2018,data.Percentage,data.Ontario,data.Public transit,data.All urban municipalities,50
2018,data.Percentage,data.Ontario,data.Public transit,"data.Urban municipalities, population 1 to 4,999",50
2018,data.Percentage,data.Ontario,data.Public transit,"data.Urban municipalities, population 5,000 to 29,999",46.15
2018,data.Percentage,data.Ontario,data.Public transit,"data.Urban municipalities, population 30,000 or more",51.43
2018,data.Percentage,data.Ontario,data.Public transit,data.All rural municipalities,51.61
2018,data.Percentage,data.Ontario,data.Public transit,"data.Rural municipalities, population 1 to 4,999",36.36
2018,data.Percentage,data.Ontario,data.Public transit,"data.Rural municipalities, population 5,000 or more",63.16
2018,data.Percentage,data.Ontario,data.Roads,data.All municipalities,52.01
2018,data.Percentage,data.Ontario,data.Roads,data.All urban municipalities,55.66
2018,data.Percentage,data.Ontario,data.Roads,"data.Urban municipalities, population 1 to 4,999",13.33
2018,data.Percentage,data.Ontario,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",57.5
2018,data.Percentage,data.Ontario,data.Roads,"data.Urban municipalities, population 30,000 or more",64.71
2018,data.Percentage,data.Ontario,data.Roads,data.All rural municipalities,50.63
2018,data.Percentage,data.Ontario,data.Roads,"data.Rural municipalities, population 1 to 4,999",46.33
2018,data.Percentage,data.Ontario,data.Roads,"data.Rural municipalities, population 5,000 or more",56.43
2018,data.Percentage,data.Ontario,data.Social and affordable housing,data.All municipalities,0
2018,data.Percentage,data.Ontario,data.Social and affordable housing,data.All urban municipalities,0
2018,data.Percentage,data.Ontario,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Ontario,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",0
2018,data.Percentage,data.Ontario,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",0
2018,data.Percentage,data.Ontario,data.Social and affordable housing,data.All rural municipalities,0
2018,data.Percentage,data.Ontario,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Ontario,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0
2018,data.Percentage,data.Ontario,data.Solid waste,data.All municipalities,35.82
2018,data.Percentage,data.Ontario,data.Solid waste,data.All urban municipalities,36.07
2018,data.Percentage,data.Ontario,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",7.69
2018,data.Percentage,data.Ontario,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",42.86
2018,data.Percentage,data.Ontario,data.Solid waste,"data.Urban municipalities, population 30,000 or more",44.44
2018,data.Percentage,data.Ontario,data.Solid waste,data.All rural municipalities,35.29
2018,data.Percentage,data.Ontario,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",38.3
2018,data.Percentage,data.Ontario,data.Solid waste,"data.Rural municipalities, population 5,000 or more",29.63
2018,data.Percentage,data.Ontario,data.Stormwater,data.All municipalities,53.67
2018,data.Percentage,data.Ontario,data.Stormwater,data.All urban municipalities,66.02
2018,data.Percentage,data.Ontario,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",15.38
2018,data.Percentage,data.Ontario,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",70
2018,data.Percentage,data.Ontario,data.Stormwater,"data.Urban municipalities, population 30,000 or more",72.55
2018,data.Percentage,data.Ontario,data.Stormwater,data.All rural municipalities,48.61
2018,data.Percentage,data.Ontario,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",41.38
2018,data.Percentage,data.Ontario,data.Stormwater,"data.Rural municipalities, population 5,000 or more",54.81
2018,data.Percentage,data.Ontario,data.Wastewater,data.All municipalities,48.24
2018,data.Percentage,data.Ontario,data.Wastewater,data.All urban municipalities,56.52
2018,data.Percentage,data.Ontario,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",14.29
2018,data.Percentage,data.Ontario,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",71.05
2018,data.Percentage,data.Ontario,data.Wastewater,"data.Urban municipalities, population 30,000 or more",55
2018,data.Percentage,data.Ontario,data.Wastewater,data.All rural municipalities,44.56
2018,data.Percentage,data.Ontario,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",37.63
2018,data.Percentage,data.Ontario,data.Wastewater,"data.Rural municipalities, population 5,000 or more",51
2018,data.Percentage,data.Prince Edward Island ,data.Bridges and tunnels,data.All municipalities,0
2018,data.Percentage,data.Prince Edward Island ,data.Bridges and tunnels,data.All rural municipalities,0
2018,data.Percentage,data.Prince Edward Island ,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities",data.All municipalities,38.37
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities",data.All urban municipalities,28.57
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",100
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities",data.All rural municipalities,38.89
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",37.14
2018,data.Percentage,data.Prince Edward Island ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",100
2018,data.Percentage,data.Prince Edward Island ,data.Potable water,data.All municipalities,45
2018,data.Percentage,data.Prince Edward Island ,data.Potable water,data.All urban municipalities,44.44
2018,data.Percentage,data.Prince Edward Island ,data.Potable water,"data.Urban municipalities, population 1 to 4,999",0
2018,data.Percentage,data.Prince Edward Island ,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",100
2018,data.Percentage,data.Prince Edward Island ,data.Potable water,"data.Urban municipalities, population 30,000 or more",100
2018,data.Percentage,data.Prince Edward Island ,data.Potable water,data.All rural municipalities,45.16
